,index,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,median_maxUE_DL,median_maxUE_UL,median_maxUE_UL+DL,if_scores,target,y_preds_elliptic_env,y_preds_isolation_forest,DBSCAN_cluster,y_preds_lof,y_preds_ocsvm,y_preds_DBSCAN,PC_0,PC_1,PC_2,anomaly
10,27842,2.526,5.255,0.9840000000000001,0.098,15.100999999999999,1.547,1.496,0.01,7.0,3.0,10.0,-0.04039908159590028,1.0,1,-1,-1,1,1,-1,2.11063863150876,-0.05010351886376025,-1.6728272277441232,outlier
11,22296,6.468,0.8959999999999999,0.10300000000000001,0.026000000000000002,4.585,0.16,1.035,1.005,3.0,3.0,6.0,0.04811216103223315,-1.0,1,1,9,1,1,1,-2.288134685286392,-0.2896919944038473,2.1990467884681446,inlier
12,161,0.303,0.40399999999999997,0.006,0.006,0.109,0.03,1.011,0.01,1.0,1.0,2.0,-0.023938023883972703,1.0,1,-1,2,1,-1,1,-1.9950152625891646,4.032738668963426,1.25561440848621,outlier
13,25128,0.1,0.39799999999999996,0.045,0.013999999999999999,3.542,0.29600000000000004,1.035,0.01,2.0,2.0,4.0,0.02145091900152135,-1.0,1,1,3,1,1,1,-2.853116531840604,0.8152063461582264,-0.30219265094426456,inlier
14,22690,4.85,7.882000000000001,1.17,0.139,22.993000000000002,5.28,1.96,0.01,9.0,5.0,14.0,-0.1780975382580362,1.0,-1,-1,-1,-1,1,-1,6.121003836167839,1.2922827229889446,-1.851565221599447,outlier
15,3767,6.568,1.112,0.32799999999999996,0.345,19.16,27.215,1.091,1.051,3.0,3.0,6.0,-0.11521194981332616,1.0,-1,-1,-1,1,1,-1,2.148581555577964,4.101399744299425,1.36017164411505,outlier
16,24953,19.604,4.143,1.235,0.096,46.604,0.87,1.3940000000000001,1.1320000000000001,7.0,5.0,12.0,-0.02119559553668371,1.0,1,-1,-1,1,1,-1,3.73215720697585,-1.6058418798283123,0.0712136877782607,outlier
17,10054,4.547,0.909,0.14800000000000002,0.026000000000000002,1.913,0.301,1.172,1.021,4.0,2.0,6.0,0.043131177478468785,1.0,1,1,-1,1,1,-1,-1.4107318866964171,-0.6672196800136561,0.16268272185987281,inlier
18,22159,1.415,2.526,0.282,0.047,11.495,1.058,1.192,0.01,5.0,3.0,8.0,0.04368035043459356,1.0,1,1,-1,1,1,-1,-0.5679698457299717,-0.4230026641672554,-1.4498759892391577,inlier
19,25706,17.077,4.749,1.547,0.1,36.556,1.004,1.374,1.172,6.0,4.0,10.0,-0.0060591997050922775,1.0,1,-1,-1,1,1,-1,2.976223038073957,-1.0128142887679246,0.11267608590130097,outlier
20,2219,1.617,0.40399999999999997,0.075,0.016,3.177,0.158,1.031,0.01,3.0,2.0,5.0,0.044426173718214224,1.0,1,1,0,1,1,1,-2.298406982175231,0.2740388622839321,-0.847831366174306,inlier
21,5637,21.524,3.234,1.344,0.09300000000000001,26.666,1.28,1.334,1.1320000000000001,6.0,4.0,10.0,0.010370907091811987,1.0,1,1,-1,1,1,-1,2.0809554127157734,-1.6450023963586449,0.35495075473768173,inlier
22,12231,20.715,2.324,0.6759999999999999,0.10099999999999999,19.752,0.7909999999999999,1.364,1.112,6.0,4.0,10.0,0.01912938206344278,1.0,1,1,-1,1,1,-1,1.5526662581074013,-1.8994319815618859,0.4808488939502157,inlier
23,16359,0.7070000000000001,8.185,1.33,0.105,20.822,4.157,1.465,0.01,7.0,4.0,11.0,-0.07768266342617558,1.0,-1,-1,-1,1,1,-1,3.8446884001806856,1.5249392150843104,-1.7820152530413234,outlier
24,33636,28.294,4.547,1.192,0.205,22.42,9.133,1.819,1.516,8.0,7.0,15.0,-0.1666495671315953,1.0,-1,-1,-1,1,1,-1,7.046066585639164,-0.5891949963098623,1.5465833319273068,outlier
25,19865,4.143,0.7070000000000001,0.17800000000000002,0.024,4.478,0.223,1.091,1.021,3.0,2.0,5.0,0.05841745094511719,1.0,1,1,1,1,1,1,-2.007549079414218,-0.3747115345350304,0.6112246137404788,inlier
26,22793,4.08,0.597,0.095,0.013000000000000001,2.032,0.41,1.035,0.995,3.0,2.0,5.0,0.06226770024631101,-1.0,1,1,1,1,1,1,-2.336287367378017,-0.2419055683640472,0.4899923263200727,inlier
27,23191,0.606,0.40399999999999997,0.113,0.019,4.119,0.327,1.011,1.011,2.0,1.0,3.0,0.0040379272738827465,1.0,1,1,4,1,1,1,-2.859894911577012,0.6193741992990045,1.26257637139342,inlier
28,10685,3.781,1.095,0.634,0.033,30.87,1.055,1.025,1.045,3.0,2.0,5.0,0.030727814656304864,-1.0,1,1,-1,1,1,-1,-1.289746499433554,0.053923673405386494,-0.1636205198089552,inlier
29,22000,2.2230000000000003,0.606,0.348,0.062,17.0,0.733,1.021,1.011,2.0,2.0,4.0,0.01289278791240056,1.0,1,1,-1,1,1,-1,-1.7872890911040682,0.2687332849830904,0.21224142007078342,inlier
30,31380,19.402,1.819,0.38799999999999996,0.065,12.845,2.322,1.2930000000000001,1.091,6.0,4.0,10.0,0.016939145191714244,1.0,1,1,-1,1,1,-1,1.1449508765739593,-1.7815761358950244,0.5415028263751536,inlier
31,2238,6.169,1.294,0.39799999999999996,0.03,11.462,0.256,1.075,1.005,4.0,3.0,7.0,0.062186556365918966,-1.0,1,1,7,1,1,1,-1.6140632472596441,-0.5819455293258606,1.5486343000652432,inlier
32,25744,6.965,0.8959999999999999,0.188,0.028999999999999998,14.16,0.385,1.085,1.035,3.0,3.0,6.0,0.05650485171663111,-1.0,1,1,9,1,1,1,-2.0433525939186574,-0.38101591962440834,2.1297940275525757,inlier
33,27159,11.419,2.8289999999999997,0.6990000000000001,0.071,19.961,0.631,1.263,1.2429999999999999,5.0,4.0,9.0,0.03073929904797984,1.0,1,1,-1,1,1,-1,0.8034116755515669,-1.48671317530854,0.3224491455181614,inlier
34,3551,8.69,1.516,0.53,0.047,22.488000000000003,0.5770000000000001,1.122,1.021,4.0,3.0,7.0,0.05971352144298092,1.0,1,1,-1,1,1,-1,-0.5006731982382032,-0.9151093327405373,0.054874285544320604,inlier
35,1113,3.4360000000000004,0.606,0.099,0.01,8.526,0.56,1.021,1.011,2.0,2.0,4.0,0.0339745035937834,1.0,1,1,5,1,1,1,-2.540780499715626,0.1561810493067368,1.4759838368176599,inlier
36,17065,22.938000000000002,4.244,0.894,0.10400000000000001,15.390999999999998,0.665,1.6269999999999998,1.2229999999999999,6.0,5.0,11.0,-0.02426350366496738,1.0,1,-1,-1,1,1,-1,3.3010070871301944,-1.8248137773901545,0.7061743664070879,outlier
37,14582,11.014000000000001,2.627,0.684,0.055,18.288,0.8290000000000001,1.213,1.071,5.0,3.0,8.0,0.046121815407215605,1.0,1,1,-1,1,1,-1,0.21533265587279332,-1.1548439686300411,0.07595679836648396,inlier
38,4187,4.244,0.8079999999999999,0.2,0.018000000000000002,13.489,0.5720000000000001,1.041,1.011,3.0,2.0,5.0,0.06466452871051126,1.0,1,1,1,1,1,1,-1.937238155277255,-0.32466872177647826,0.4971855934559119,inlier
39,8882,0.498,0.8959999999999999,0.087,0.032,6.016,0.479,1.005,0.01,2.0,2.0,4.0,0.015885037453332584,-1.0,1,1,3,1,1,1,-2.7104404016683294,0.9282778809005566,-0.3174319761400082,inlier
40,21294,18.189,4.85,1.004,0.08,12.92,0.7440000000000001,1.334,1.192,7.0,5.0,12.0,-0.031132360554113392,1.0,1,-1,-1,1,1,-1,3.100871370314107,-1.5269650037798514,0.4228063208219634,outlier
41,7824,30.011999999999997,3.9410000000000003,1.426,0.156,23.863000000000003,1.3030000000000002,1.5859999999999999,1.2329999999999999,8.0,6.0,14.0,-0.07852444323732266,1.0,1,-1,-1,1,1,-1,5.052431338687293,-2.182133246711725,0.864482749030933,outlier
42,18711,9.353,2.388,1.239,0.081,61.513000000000005,2.109,1.204,1.025,5.0,3.0,8.0,-0.008731893262606927,-1.0,1,-1,-1,1,1,-1,1.7066421283455269,-0.06423036089572048,-0.43572923419746645,outlier
43,9603,14.550999999999998,2.122,0.5329999999999999,0.084,22.084,1.103,1.213,1.304,5.0,5.0,10.0,0.007045780927313561,1.0,1,1,-1,1,1,-1,1.2156144161654803,-1.701179673339425,0.6460909066138746,inlier
44,20672,19.503,6.77,2.313,0.17300000000000001,63.038000000000004,16.887,1.485,1.172,7.0,5.0,12.0,-0.1663001288547452,1.0,-1,-1,-1,1,1,-1,6.864177216318326,1.767969244109007,0.2988210211523955,outlier
45,3635,7.074,0.909,0.28600000000000003,0.032,6.903,0.397,1.081,0.01,3.0,2.0,5.0,0.03946555047278072,1.0,1,1,-1,1,1,-1,-1.7187652146203052,0.18475294431466896,-0.9278744635874092,inlier
46,10067,13.945,2.2230000000000003,0.831,0.07200000000000001,41.507,0.9279999999999999,1.253,1.081,5.0,4.0,9.0,0.030226023596808982,1.0,1,1,-1,1,1,-1,1.185010701534387,-1.428644948038017,0.02985256352397246,inlier
47,430,10.448,3.085,0.8290000000000001,0.055,26.03,0.581,1.124,1.025,4.0,3.0,7.0,0.04237890265919908,-1.0,1,1,-1,1,1,-1,-0.10828453425642771,-0.650794401505234,-0.14285029138029537,inlier
48,8936,20.614,3.84,1.44,0.102,19.554000000000002,1.7169999999999999,1.374,1.162,5.0,4.0,9.0,0.00313155482441152,1.0,1,1,-1,1,1,-1,1.8861300482709549,-1.3353688314045489,0.4893150306646025,inlier
49,1397,13.831,2.886,0.7659999999999999,0.055999999999999994,13.931,0.6990000000000001,1.254,1.035,6.0,3.0,9.0,0.027260379951078384,-1.0,1,1,-1,1,1,-1,0.6007388837745865,-1.2651622506817808,-0.03909410600625053,inlier
50,9544,4.9510000000000005,2.526,0.956,0.046,33.664,0.617,1.091,1.021,3.0,2.0,5.0,0.007314694596927684,1.0,1,1,-1,1,1,-1,-0.5614343404035451,0.0893688764737782,-0.1574811850736731,inlier
51,24377,0.303,0.909,0.018000000000000002,0.01,0.179,0.073,1.041,0.01,3.0,2.0,5.0,0.03926248873761862,1.0,1,1,0,1,1,1,-2.321380391538648,0.3115478585197624,-0.8969386646914169,inlier
52,24589,15.764000000000001,2.627,0.866,0.10099999999999999,19.691,0.983,1.2830000000000001,0.01,6.0,4.0,10.0,0.006437978904066166,1.0,1,1,-1,1,1,-1,1.2912863624384656,-0.9851677209248878,-1.0445741843830445,inlier
53,34627,4.85,0.7070000000000001,0.196,0.032,4.831,1.012,1.081,1.021,4.0,2.0,6.0,0.04821298489580583,1.0,1,1,10,1,1,1,-2.2063674454001303,-0.2543053906329951,2.3816829049822235,inlier
54,23973,0.303,0.7070000000000001,0.09,0.022000000000000002,8.052,0.715,1.1420000000000001,0.01,4.0,2.0,6.0,0.04277180807131509,1.0,1,1,-1,1,1,-1,-1.6850929589584398,-0.003303677099625831,-1.2626940907859314,inlier
55,35348,2.2230000000000003,4.547,0.447,0.044000000000000004,10.363,0.621,1.253,0.01,6.0,3.0,9.0,0.011586737578177575,1.0,1,1,-1,1,1,-1,0.26829470577121656,-0.5063850108726082,-1.6307625262999448,inlier
56,9152,3.98,0.498,0.055,0.018000000000000002,2.387,0.171,1.045,1.015,3.0,3.0,6.0,0.042265934458059984,-1.0,1,1,9,1,1,1,-2.4408757616245054,-0.24967409874876595,2.1769966811477417,inlier
57,18971,3.032,2.93,0.501,0.086,20.215,0.855,1.405,0.01,7.0,4.0,11.0,-0.00784997498497414,1.0,1,-1,-1,1,1,-1,1.7399064470036147,-0.6440007593690883,-1.526343003236417,outlier
58,9283,10.812000000000001,1.213,0.36,0.039,35.086999999999996,2.147,1.1520000000000001,1.031,4.0,3.0,7.0,0.03889412855260088,1.0,1,1,-1,1,1,-1,-0.14095835274522048,-0.8577916950169634,0.08785887877906207,inlier
59,26898,5.861000000000001,0.505,0.026000000000000002,0.009000000000000001,3.78,0.142,1.031,1.021,3.0,2.0,5.0,0.04674863951299152,1.0,1,1,1,1,1,1,-2.088296770159145,-0.3572289464498528,0.7201348411479787,inlier
60,21008,22.13,5.154,1.301,0.107,23.393,1.828,1.465,1.2229999999999999,7.0,6.0,13.0,-0.032957812920544394,1.0,1,-1,-1,1,1,-1,4.155395242035318,-1.8609224632707622,0.4927961432872539,outlier
61,8180,7.377000000000001,0.8079999999999999,0.253,0.061,10.83,3.343,1.112,0.01,5.0,3.0,8.0,0.025171270173174165,1.0,1,1,-1,1,1,-1,-0.519808728525192,-0.2684237589452264,-1.0107798365250347,inlier
62,35589,8.458,1.194,0.336,0.042,8.336,1.729,1.124,1.035,4.0,3.0,7.0,0.05593648717769045,-1.0,1,1,7,1,1,1,-1.4537587836694696,-0.5738545650518477,1.746592297419547,inlier
63,20518,0.1,0.597,0.053,0.017,2.85,0.29600000000000004,1.104,0.01,4.0,2.0,6.0,0.03677364437382574,-1.0,1,1,-1,1,1,-1,-1.9803711346734971,0.123925691491876,-1.322383433495472,inlier
64,32800,17.381,4.749,0.856,0.059000000000000004,14.216,0.528,1.3940000000000001,1.435,7.0,8.0,15.0,-0.11047858049233861,1.0,1,-1,-1,-1,1,-1,4.543732516069763,-1.6152560171286323,0.6685725317506843,outlier
65,34035,1.314,0.505,0.062,0.013999999999999999,1.186,0.18600000000000003,1.021,1.011,2.0,2.0,4.0,0.044307129041950666,1.0,1,1,5,1,1,1,-2.817389097678221,0.12708418927140222,1.4704876102217128,inlier
66,15563,0.8959999999999999,1.5919999999999999,0.228,0.034,2.964,0.34299999999999997,1.095,0.01,4.0,2.0,6.0,0.04351967272625862,-1.0,1,1,-1,1,1,-1,-1.785003941976584,0.1805355469526326,-1.3724883601393039,inlier
67,12356,4.9510000000000005,0.7070000000000001,0.131,0.016,16.109,0.381,1.061,1.021,3.0,2.0,5.0,0.056343967631655556,1.0,1,1,1,1,1,1,-1.8493413682430109,-0.3658478300236845,0.5249528272845788,inlier
68,35065,3.84,0.505,0.107,0.027000000000000003,19.241,0.5,1.031,0.01,3.0,2.0,5.0,0.03822978852900205,1.0,1,1,-1,1,1,-1,-1.8224571041208588,0.26588087793226045,-1.1204488331281262,inlier
69,34105,0.20199999999999999,1.011,0.154,0.012,2.0580000000000003,0.09699999999999999,1.031,0.01,2.0,2.0,4.0,0.011245750030622614,1.0,1,1,3,1,1,1,-2.582303743932925,0.8021992045531166,-0.20212949088620705,inlier
70,27995,4.9510000000000005,0.606,0.063,0.035,4.374,0.473,1.041,1.041,3.0,3.0,6.0,0.03898002021706298,1.0,1,1,9,1,1,1,-2.1807618473596144,-0.313650666130845,2.366042336117229,inlier
71,25770,8.589,1.112,0.313,0.055,29.225,1.225,1.112,0.01,4.0,3.0,7.0,0.0355672473873333,1.0,1,1,-1,1,1,-1,-0.5427103489226086,-0.2696522585684101,-1.1504901410376165,inlier
72,7393,8.185,9.499,0.991,0.145,12.865,1.284,1.536,0.01,7.0,5.0,12.0,-0.0975902786395989,1.0,-1,-1,-1,1,1,-1,4.482667963687863,0.9076922670262701,-1.4502049097059964,outlier
73,36669,2.488,3.1839999999999997,0.503,0.065,16.369,0.929,1.244,0.01,5.0,4.0,9.0,0.04215322032060381,-1.0,1,1,-1,1,1,-1,0.009805644485739756,-0.5882954800518647,-1.616581898610576,inlier
74,639,6.3660000000000005,0.8079999999999999,0.201,0.027000000000000003,15.332,0.442,1.081,1.031,4.0,3.0,7.0,0.06485847159869934,1.0,1,1,7,1,1,1,-1.5472359666963673,-0.7701635875677334,1.716963164834446,inlier
75,21030,14.248,1.415,0.29,0.033,25.396,0.41600000000000004,1.122,0.01,4.0,3.0,7.0,0.021618532147305525,1.0,1,1,-1,1,1,-1,-0.3467330600872344,-0.42896639011764,-0.9431037725604883,inlier
76,10294,0.6970000000000001,0.39799999999999996,0.064,0.013000000000000001,3.075,0.105,1.005,0.995,2.0,2.0,4.0,0.03498144479232962,-1.0,1,1,5,1,1,1,-2.938577649110877,0.29869821289949827,1.3085704921842014,inlier
77,26590,0.40399999999999997,1.011,0.273,0.046,20.255,1.621,1.263,0.01,6.0,3.0,9.0,0.012489670623184013,1.0,1,1,-1,1,1,-1,-0.0978432724627114,-0.56801866023286,-1.513869701671816,inlier
78,29899,0.0,0.606,0.23600000000000002,0.011000000000000001,0.855,0.057,1.021,0.01,2.0,2.0,4.0,0.014603519525539455,1.0,1,1,3,-1,1,1,-2.627579065574166,1.381850828990882,-0.37310001341206595,inlier
79,9921,2.388,0.498,0.10300000000000001,0.021,2.6310000000000002,0.187,1.025,0.01,3.0,2.0,5.0,0.04138613069998959,-1.0,1,1,0,1,1,1,-2.3796967843259766,0.3907677116756778,-0.9354943624262254,inlier
80,14746,0.6970000000000001,0.39799999999999996,0.013999999999999999,0.009000000000000001,0.091,0.24600000000000002,0.995,0.995,2.0,1.0,3.0,-0.004839612344198052,-1.0,1,-1,4,1,1,1,-2.6047335525156563,1.170475938550727,1.2570433595816404,outlier
81,3808,0.10099999999999999,0.8079999999999999,0.034,0.006999999999999999,1.821,0.078,1.021,0.01,2.0,1.0,3.0,-0.01104360244652941,1.0,1,-1,6,1,1,1,-2.619532880720025,1.6547155538870955,0.5052201446824782,outlier
82,14576,7.579,0.909,0.237,0.040999999999999995,9.54,1.021,1.122,0.01,5.0,3.0,8.0,0.03981629095552758,1.0,1,1,-1,1,1,-1,-0.6878666174973675,-0.5479436135203053,-1.0745609500233257,inlier
83,10442,0.505,0.40399999999999997,0.011000000000000001,0.006999999999999999,0.099,0.064,1.021,1.011,2.0,1.0,3.0,0.01157268425668695,1.0,1,1,4,1,1,1,-3.0130515677110226,0.5176033304461394,1.279685192470997,inlier
84,9286,4.648,0.505,0.045,0.013000000000000001,3.448,0.21,1.031,1.021,2.0,2.0,4.0,0.03561349470954561,1.0,1,1,5,1,1,1,-2.61445618019506,0.0675497336668646,1.5907811385793382,inlier
85,33303,16.875,2.728,0.657,0.077,23.476,0.7979999999999999,1.2930000000000001,1.101,6.0,4.0,10.0,0.03254738149015268,1.0,1,1,-1,1,1,-1,1.3278467002278806,-1.8083680915792606,0.22987137345753728,inlier
86,30816,1.92,2.2230000000000003,0.153,0.044000000000000004,9.715,0.32,1.2329999999999999,0.01,5.0,4.0,9.0,0.02754541891293133,1.0,1,1,-1,1,1,-1,-0.22302801014569057,-0.7656091509632542,-1.3498983220600174,inlier
87,32428,27.89,5.962000000000001,2.428,0.409,53.108999999999995,5.407,1.5659999999999998,1.202,6.0,5.0,11.0,-0.13440167523524527,1.0,-1,-1,-1,1,1,-1,6.4747496915672995,1.0074807539890023,0.9084439896064204,outlier
88,23309,0.10099999999999999,0.8079999999999999,0.039,0.011000000000000001,0.325,0.2,1.011,0.01,2.0,1.0,3.0,-0.008060886049795102,1.0,1,-1,6,-1,1,1,-2.630330444582691,2.245023728979526,0.32997561952529086,outlier
89,3294,4.478,0.6970000000000001,0.126,0.027000000000000003,9.931000000000001,1.402,1.055,1.015,4.0,2.0,6.0,0.05023825491058237,-1.0,1,1,10,1,1,1,-2.342302193907022,-0.12498856016560174,2.1928796845557526,inlier
90,32989,15.36,5.255,1.89,0.08199999999999999,35.085,1.083,1.253,1.101,6.0,4.0,10.0,-0.02072740124529332,1.0,1,-1,-1,1,1,-1,2.970839173281556,-0.6437291322896281,-0.05962612667817758,outlier
91,3138,0.909,0.40399999999999997,0.008,0.004,0.092,0.057999999999999996,1.011,1.011,2.0,1.0,3.0,0.007267973669238426,1.0,1,1,4,1,1,1,-2.996166788641533,0.53545299184634,1.2997340793505106,inlier
92,36719,0.606,0.606,0.306,0.022000000000000002,14.433,0.275,1.011,0.01,2.0,1.0,3.0,-0.021140437513572086,1.0,1,-1,-1,1,1,-1,-1.7986603856198748,1.6083570261861493,-0.9826135464054806,outlier
93,11027,11.116,4.547,1.295,0.064,31.331999999999997,0.5660000000000001,1.202,1.081,5.0,4.0,9.0,0.020914947317292543,1.0,1,1,-1,1,1,-1,1.3522759285951218,-1.1007245633497296,-0.16425792412301624,inlier
94,30949,15.460999999999999,1.819,0.659,0.085,20.793000000000003,1.125,1.2329999999999999,1.112,5.0,4.0,9.0,0.034273617495640285,1.0,1,1,-1,1,1,-1,0.7701049520151828,-1.4908423702792164,0.3976412246825364,inlier
95,25987,3.133,0.40399999999999997,0.005,0.002,0.8340000000000001,0.046,1.021,1.011,2.0,2.0,4.0,0.03277130891387198,1.0,1,1,5,1,1,1,-2.7551423437359905,0.09795774848419876,1.5546003539099362,inlier
96,24088,30.113000000000003,4.9510000000000005,1.198,0.121,25.765,1.0659999999999998,1.6269999999999998,1.6880000000000002,9.0,8.0,17.0,-0.1642004577173084,1.0,1,-1,-1,1,-1,-1,7.258473936179252,-0.6752403575211925,2.783553629059217,outlier
97,30320,9.398,1.617,0.633,0.040999999999999995,31.174,0.9520000000000001,1.172,1.031,5.0,3.0,8.0,0.04644162092582632,1.0,1,1,-1,1,1,-1,0.14259133174602825,-1.1110757847646648,-0.09385552090221068,inlier
98,28938,6.8660000000000005,0.995,0.3,0.023,14.870999999999999,0.231,1.065,1.035,3.0,4.0,7.0,0.042349805684366804,-1.0,1,1,-1,-1,1,-1,-0.921489281020483,-0.2198920979252463,-0.05070369211454037,inlier
99,23641,14.753,10.812000000000001,3.3360000000000003,0.086,34.181,0.8340000000000001,1.2429999999999999,1.081,5.0,4.0,9.0,-0.09415817710193741,1.0,-1,-1,-1,-1,1,-1,4.91973932950268,2.2748052270641166,-0.48969902263294646,outlier
100,24244,24.959,4.85,1.5590000000000002,0.14300000000000002,16.587,1.189,1.485,1.334,6.0,6.0,12.0,-0.05695591533613542,1.0,1,-1,-1,1,1,-1,4.106835006556592,-1.6142734894897022,0.953223443619871,outlier
101,29027,0.20199999999999999,0.8079999999999999,0.002,0.002,0.067,0.045,1.021,0.01,2.0,1.0,3.0,-0.019469048204830808,1.0,1,-1,6,1,1,1,-2.620859207978132,1.6785324290822663,0.5371721391018994,outlier
102,15049,3.739,6.265,0.521,0.075,14.402000000000001,1.092,1.314,0.01,6.0,4.0,10.0,-0.006872020256827593,1.0,1,-1,-1,1,1,-1,1.672143794090899,-0.21604702338215226,-1.5889079945121665,outlier
103,9033,8.084,1.011,0.275,0.033,10.41,0.612,1.071,0.01,3.0,3.0,6.0,0.03744328416211484,1.0,1,1,-1,1,1,-1,-1.2801709316584908,-0.070093741501226,-0.8995259910880699,inlier
104,16538,2.122,2.93,0.5589999999999999,0.136,12.179,10.087,1.405,0.01,6.0,4.0,10.0,-0.03458280648089024,1.0,-1,-1,-1,1,1,-1,2.4576586278350265,1.6828068091764115,-1.0413128694977785,outlier
105,20733,15.124,2.189,0.7170000000000001,0.08199999999999999,20.183,2.4419999999999997,1.274,1.055,5.0,4.0,9.0,0.033618618778104625,-1.0,1,1,-1,1,1,-1,0.7762601766246832,-1.2848547724718726,0.17516395420876762,inlier
106,15001,0.40399999999999997,0.40399999999999997,0.013000000000000001,0.006999999999999999,0.172,0.184,1.011,1.011,2.0,1.0,3.0,0.011976733817087859,1.0,1,1,4,1,1,1,-3.026360733063077,0.5384728451443982,1.278071549127828,inlier
107,4669,0.505,0.40399999999999997,0.012,0.006999999999999999,0.156,0.07400000000000001,1.011,0.01,2.0,1.0,3.0,0.006297242542710413,1.0,1,1,6,1,1,1,-3.27562521786734,1.1253741498228798,0.46534804289659004,inlier
108,5348,25.364,2.324,0.737,0.113,23.183000000000003,1.43,0.0,0.0,4.0,3.0,7.0,-0.07028553879121735,1.0,-1,-1,-1,-1,1,-1,0.4627697185176764,3.561018877839171,-0.1728913155443444,outlier
109,12959,7.882000000000001,2.324,0.6629999999999999,0.044000000000000004,33.552,0.9670000000000001,1.1420000000000001,1.051,5.0,3.0,8.0,0.04585937384688116,1.0,1,1,-1,1,1,-1,0.19449772933458093,-1.013192989007106,-0.19267559434009093,inlier
110,31866,0.505,1.213,0.32299999999999995,0.065,38.137,2.278,1.334,0.01,5.0,3.0,8.0,0.015404830121929725,1.0,1,1,-1,1,1,-1,0.07454483383164959,-0.3616855518782227,-1.6159280907867484,inlier
111,8704,11.244000000000002,3.98,0.638,0.596,18.148,2.7889999999999997,1.194,1.035,5.0,4.0,9.0,-0.049270979699089834,-1.0,-1,-1,-1,-1,1,-1,2.8106720294665606,2.253892417704196,0.6239596363629467,outlier
112,7734,2.021,0.505,0.092,0.023,2.024,0.33899999999999997,1.021,1.011,2.0,2.0,4.0,0.04289270984757643,1.0,1,1,5,1,1,1,-2.7457301798388194,0.1457799500549197,1.4984939298228446,inlier
113,33516,0.299,1.5919999999999999,0.72,0.054000000000000006,39.291,1.3259999999999998,1.274,0.01,5.0,3.0,8.0,0.026077126591176003,-1.0,1,1,-1,1,1,-1,-0.026243202273630487,-0.22310840792127448,-1.8511956383562893,inlier
114,36285,4.648,1.314,0.469,0.042,23.250999999999998,0.78,1.101,1.021,4.0,2.0,6.0,0.047409645125224775,1.0,1,1,-1,1,1,-1,-0.9794180482646774,-0.4781186441266729,-0.08366206567490984,inlier
